reference_id,location_name,dataset,request_type,outcome,request_year,Source File,latitude,longitude,crashes_150m,injuries_150m,ped_injuries_150m,fatalities_150m
CQ24-1707B,67 Avenue & Forest Avenue,Signal Study,Leading Pedestrian Interval,denied,2024.0,data_cb5_signal_studies.csv,40.704384,-73.90182250000001,22,27,6,0
CQ23-2703,Seneca Avenue & Greene Avenue,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.705437,-73.91214,22,30,4,0
CQ22-1264B,Myrtle Avenue & 62 Street,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.70089,-73.89336,22,26,7,0
SR-20240419-31593,61 Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.700826,-73.894236,22,25,6,0
CQ23-0002,61 Street & 60 Lane,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.700826,-73.894236,22,25,6,0
CQ25-1904B,Forest Avenue & Catalpa Avenue,Signal Study,Left Turn Arrow/Signal,denied,2025.0,data_cb5_signal_studies.csv,40.702446,-73.90099,22,26,3,0
CQ24-3431,Putnam Avenue & Woodward Avenue,Signal Study,Traffic Signal,denied,2024.0,data_cb5_signal_studies.csv,40.703537,-73.90339,22,25,8,0
SR-20240904-32269,61 Road,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.727379,-73.872564,22,24,10,1
CQ21-2955,Cornelia Street & Forest Avenue,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.70405,-73.90168,22,27,6,0
CQ21-0912B,Forest Avenue & 67 Avenue,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.704384,-73.90182250000001,22,27,6,0
CQ24-1263B,Metropolitan Avenue & 69 Street,Signal Study,Left Turn Arrow/Signal,denied,2024.0,data_cb5_signal_studies.csv,40.712204,-73.88638,21,24,6,0
SR-20251203-39806,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.704849,-73.905609,21,23,9,0
CQ25-0271,Myrtle Avenue & 72 Street,Signal Study,All-Way Stop,denied,2025.0,data_cb5_signal_studies.csv,40.702145,-73.87826,21,30,5,0
CQ25-0296B,86 Street & Eliot Avenue,Signal Study,Leading Pedestrian Interval,denied,2025.0,data_cb5_signal_studies.csv,40.72911,-73.87161,21,26,4,1
CQ22-0471B,Cooper Avenue & 72 Street,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.70307,-73.87864,21,29,3,0
CQ24-1479,62 Street & 68 Avenue,Signal Study,All-Way Stop,approved,2024.0,data_cb5_signal_studies.csv,40.705513,-73.89538,21,23,9,0
SR-20251203-39806,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.705286,-73.906351,21,23,8,0
SR-20240812-32153,Gates Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.705286,-73.906351,21,23,8,0
CQ23-0526,Woodward Avenue & Palmetto Street,Signal Study,All-Way Stop,approved,2023.0,data_cb5_signal_studies.csv,40.70485,-73.90562,21,23,9,0
CQ20-0076,Myrtle Avenue & 72 Street,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.702145,-73.87826,21,30,5,0
CQ23-0344,Woodward Avenue & Gates Avenue,Signal Study,Traffic Signal,approved,2023.0,data_cb5_signal_studies.csv,40.705284,-73.90636,21,23,8,0
SR-20250912-39479,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.703975,-73.904124,21,24,9,0
SR-20251203-39806,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.703101,-73.902639,21,24,9,0
CQ20-0607B,Metropolitan Avenue & 69 Street,Signal Study,Leading Pedestrian Interval,denied,2020.0,data_cb5_signal_studies.csv,40.712204,-73.88638,21,24,6,0
CQ24-2026,Cornelia Street & Woodward Avenue,Signal Study,Traffic Signal,denied,2024.0,data_cb5_signal_studies.csv,40.7031,-73.90264,21,24,9,0
SR-20230328-29360,69 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.722123,-73.89124,21,26,2,0
CQ22-1393B,Forest Avenue & Summerfield Street,Signal Study,Right Turn Arrow/Signal,denied,2022.0,data_cb5_signal_studies.csv,40.69923,-73.89807,21,25,4,0
CQ23-2241,Jay Avenue & 65 Place,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.7267,-73.90034,21,26,3,0
CQ23-1983,Onderdonk Avenue & Menahan Street,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.705467,-73.90974,21,25,2,0
SR-20251203-39806,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.703975,-73.904124,21,24,9,0
CQ20-1090,68 Avenue & 62 Street,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.705513,-73.89538,21,23,9,0
SR-20250912-39479,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.704849,-73.905609,21,23,9,0
SR-20240709-31993,70 Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.701539,-73.898855,20,26,9,0
CQ22-0656,69 Street & 59 Road,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.722622,-73.89368,20,25,2,0
SR-20230816-30383,65 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.726701,-73.900328,20,24,3,0
SR-20230711-30162,81 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.70327,-73.861422,20,27,1,0
SR-20241224-35663,Grove Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.70913,-73.904351,20,29,5,0
CQ22-2924,Juniper Valley Road & 79 Place,Signal Study,All-Way Stop,denied,2022.0,data_cb5_signal_studies.csv,40.71774,-73.87321,20,25,2,0
CQ23-1367B,Forest Avenue & Grove Street,Signal Study,Leading Pedestrian Interval,denied,2023.0,data_cb5_signal_studies.csv,40.70913,-73.90436,20,29,5,0
SR-20230816-30383,65 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.726913,-73.900321,20,24,3,0
CQ22-3326,Cypress Hills Street & 70 Avenue,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.702778,-73.89457,20,24,6,0
SR-20241104-35527,Queens Midtown Expressway Sr S,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.72553,-73.900987,20,25,3,0
SR-20241003-33400,79 Place,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.71774,-73.87321,20,25,2,0
SR-20210107-24269,80 Avenue,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.694743,-73.895789,20,21,5,0
SR-20210908-26408,73 Place,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.713655,-73.880032,20,25,7,0
CQ23-2567,Onderdonk Avenue & Himrod Street,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.707222,-73.912695,19,28,4,0
SR-20230302-29297,73 Place,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.712027,-73.879216,19,23,13,0
CQ21-1921B,Metropolitan Avenue & Woodward Avenue,Signal Study,Leading Pedestrian Interval,denied,2021.0,data_cb5_signal_studies.csv,40.713816,-73.92084249999999,19,24,2,0
SR-20230608-29880,69 Road,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.709083,-73.873281,19,25,4,0
SR-20230421-29422,68 Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.722208,-73.894584,19,24,2,0
CQ24-2152B,67 Road & 73 Place,Signal Study,Traffic Signal,denied,2024.0,data_cb5_signal_studies.csv,40.712025,-73.87923,19,23,13,0
SR-20251203-39806,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.705723,-73.907093,19,20,8,0
SR-20251203-39806,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.704409,-73.904866,19,22,6,0
SR-20250912-39479,Woodward Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.704409,-73.904866,19,22,6,0
CQ25-2807B,Dry Harbor Road & 80 Street,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.717827,-73.8724,18,23,2,0
SR-20250926-39540,Traffic Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.711225,-73.898631,18,21,2,0
SR-20220809-27601,Cypress Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.693195,-73.895744,18,19,3,0
SR-20211202-26763,Putnam Avenue,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.705148,-73.902121,18,21,6,0
CQ25-2943B,Flushing Avenue & 53 Street,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.714424,-73.914246,18,20,1,0
CQ24-2699,Andrews Avenue & 55 Street,Signal Study,Traffic Signal,denied,2024.0,data_cb5_signal_studies.csv,40.714363,-73.909614,18,26,2,0
CQ23-0850,60 Street & Bleecker Street,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.710755,-73.90509199999998,18,27,4,0
SR-20240625-31912,69 Place,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.719502,-73.889156,18,26,3,0
CQ20-2281,Metropolitan Avenue & Flushing Avenue,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.713295,-73.916238,18,22,0,0
CQ20-1293,Woodward Avenue & Bleecker Street,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.70703,-73.909325,18,19,4,0
SR-20240702-31952,George Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.699161,-73.901523,18,29,4,0
SR-20240419-31593,61 Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.700508,-73.8942,18,19,5,0
CQ22-2603B,Metropolitan Avenue & Flushing Avenue,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.713295,-73.916238,18,22,0,0
CQ22-2602B,Metropolitan Avenue & Flushing Avenue,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.713295,-73.916238,18,22,0,0
CQ22-2601B,Metropolitan Avenue & Flushing Avenue,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.713295,-73.916238,18,22,0,0
CQ22-2604B,Metropolitan Avenue & Flushing Avenue,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.713295,-73.916238,18,22,0,0
SR-20240418-31583,80 Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.71879,-73.874218,18,21,3,0
SR-20240719-32048,Putnam Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.705148,-73.902121,18,21,6,0
CQ22-2600B,Metropolitan Avenue & Flushing Avenue,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.713295,-73.916238,18,22,0,0
CQ24-0955,Bleecker Street & Woodward Avenue,Signal Study,All-Way Stop,approved,2024.0,data_cb5_signal_studies.csv,40.70703,-73.909325,18,19,4,0
CQ21-0391B,Metropolitan Avenue & Flushing Avenue,Signal Study,Left Turn Arrow/Signal,denied,2021.0,data_cb5_signal_studies.csv,40.713295,-73.916238,18,22,0,0
CQ21-1009,Cypress Avenue & Clover Place,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.69319,-73.89575,18,19,3,0
CQ21-2390,Eliot Avenue & 69 Lane,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.720535,-73.88885,18,26,3,0
SR-20210427-25680,Decatur Street,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.69622,-73.899869,18,23,6,0
SR-20241204-35622,69 Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.723921,-73.894336,18,25,2,0
CQ22-0051B,Penelope Avenue & 80 Street,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.719395,-73.87471,18,27,2,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.705047,-73.90303,18,20,5,0
CQ22-3237,Grandview Avenue & Rene Court,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.712215,-73.91116,17,22,2,0
CQ22-0035B,Metropolitan Avenue & 65 Place,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.71248,-73.895035,17,19,1,0
CQ20-1155,Metropolitan Avenue & 65 Lane,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.71244,-73.894025,17,19,2,0
SR-20230512-29660,Rene Court,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.712215,-73.91116,17,22,2,0
CQ20-0745,Catalpa Avenue & 62 Street,Signal Study,All-Way Stop,approved,2020.0,data_cb5_signal_studies.csv,40.704178,-73.89481,17,18,6,0
SR-20210713-25981,62 Street,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.704181,-73.894808,17,18,6,0
CQ24-2742B,Metropolitan Avenue & Grandview Avenue,Signal Study,Leading Pedestrian Interval,denied,2024.0,data_cb5_signal_studies.csv,40.713333,-73.91305,17,20,1,0
CQ24-1265B,Myrtle Avenue & 79 Lane,Signal Study,Left Turn Arrow/Signal,denied,2024.0,data_cb5_signal_studies.csv,40.702892,-73.86916,17,22,4,0
CQ24-2150B,Grand Avenue & 72 Street,Signal Study,Leading Pedestrian Interval,denied,2024.0,data_cb5_signal_studies.csv,40.72816,-73.891525,17,19,3,0
CQ24-2118,Metropolitan Avenue & 65 Lane,Signal Study,Traffic Signal,approved,2024.0,data_cb5_signal_studies.csv,40.71244,-73.894025,17,19,2,0
SR-20240906-32277,65 Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.716236,-73.897822,17,28,2,0
SR-20240610-31807,Grandview Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.712215,-73.91116,17,22,2,0
SR-20240610-31807,Grandview Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.713334,-73.913038,17,20,1,0
SR-20221028-28953,57 Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.728268,-73.890628,17,19,6,0
CQ22-3497B,73 Avenue & Woodhaven Boulevard,Signal Study,Left Turn Arrow/Signal,denied,2022.0,data_cb5_signal_studies.csv,40.71042,-73.85964,17,21,0,0
SR-20220825-27661,65 Place,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.712479,-73.895025,17,19,1,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.708555,-73.908961,16,19,5,0
SR-20221006-28863,Cypress Hills Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.700474,-73.889692,16,19,7,0
SR-20240111-31241,Onderdonk Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.7024,-73.904541,16,16,4,0
SR-20201109-20098,Putnam Avenue,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.7024,-73.904541,16,16,4,0
SR-20220308-26862,Central Avenue,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.702762,-73.888935,16,18,5,0
SR-20220705-27454,Starr Street,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.711404,-73.916749,16,20,1,0
CQ25-0412,Fairview Avenue & Greene Avenue,Signal Study,All-Way Stop,denied,2025.0,data_cb5_signal_studies.csv,40.708553,-73.908966,16,19,5,0
SR-20220916-27748,60 Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.725205,-73.906172,16,20,3,0
SR-20210319-25531,64 Street,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.699905,-73.892301,16,16,5,0
SR-20210827-26313,Cypress Hills Street,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.700474,-73.889692,16,19,7,0
CQ21-0425B,Flushing Avenue & Onderdonk Avenue,Signal Study,Left Turn Arrow/Signal,denied,2021.0,data_cb5_signal_studies.csv,40.711452,-73.91987,16,21,1,0
SR-20230928-30663,66 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.702972,-73.888043,16,22,5,0
CQ23-3242,Seneca Avenue & Stockholm Street,Signal Study,All-Way Stop,approved,2023.0,data_cb5_signal_studies.csv,40.70719,-73.91511,16,27,5,0
CQ22-1231,Cooper Avenue & 64 Lane,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.698345,-73.890205,15,17,2,0
SR-20240709-31983,Mount Olivet Crescent,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.716384,-73.897501,15,20,2,0
SR-20250515-38055,82 Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.725752,-73.877557,15,18,7,0
SR-20250130-35729,Eliot Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.725752,-73.877557,15,18,7,0
SR-20211021-26625,70 Street,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.704405,-73.882011,15,15,3,1
SR-20210726-26106,Fresh Pond Road,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.71868,-73.902292,15,20,1,0
CQ22-1088,Wyckoff Avenue & Madison Street,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.698677,-73.90954,15,15,5,0
CQ24-1569,Cooper Avenue & 65 Street,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.69855,-73.8893,15,19,2,0
CQ22-0473B,Cooper Avenue & 64 Street,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.697933,-73.892006,15,22,2,0
CQ23-0131B,70 Street & Central Avenue,Signal Study,Leading Pedestrian Interval,denied,2023.0,data_cb5_signal_studies.csv,40.704403,-73.88202,15,15,3,1
SR-20230428-29478,Myrtle Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.701233,-73.889298,15,18,5,0
CQ24-3675,67 Avenue & 60 Street,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.7046605130931,-73.9004080569593,15,17,6,0
CQ21-0557,60 Street & 67 Avenue,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.7046605130931,-73.9004080569593,15,17,6,0
SR-20240917-32327,Eliot Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.716384,-73.897501,15,20,2,0
SR-20210726-26106,Fresh Pond Road,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.718276,-73.902184,15,20,1,0
SR-20221006-28863,Cypress Hills Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.700292,-73.889527,14,17,5,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.708992,-73.9097,14,17,4,0
SR-20230518-29719,58 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.721162,-73.906332,14,18,3,0
SR-20250923-39520,Fairview Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.709429,-73.910443,14,16,3,0
CQ23-3437B,Flushing Avenue & 54 Street,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.7148898460946,-73.91349073239209,14,24,2,0
SR-20240801-32110,Harman Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.708992,-73.9097,14,17,4,0
CQ21-1833B,Eliot Avenue & 72 Street,Signal Study,Leading Pedestrian Interval,denied,2021.0,data_cb5_signal_studies.csv,40.7216515,-73.88644199999999,14,21,2,0
SR-20200928-19964,68 Avenue,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.704068,-73.900113,14,16,4,0
CQ22-2358,69 Place & Caldwell Avenue,Signal Study,Traffic Signal Removal,denied,2022.0,data_cb5_signal_studies.csv,40.72389,-73.892654,14,17,2,0
SR-20221006-28863,Cypress Hills Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.698858,-73.88818,14,19,1,0
CQ23-0477,68 Road & 60 Street,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.704068,-73.900113,14,16,4,0
CQ23-0860B,Flushing Avenue & 54 Street,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.7148898460946,-73.91349073239209,14,24,2,0
SR-20240805-32122,56 Drive,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.723921,-73.907566,14,18,3,0
SR-20220706-27457,Norman Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.695117,-73.903217,14,15,7,0
CQ22-0485B,Cooper Avenue & Cypress Hills Street,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.698882550838,-73.8882054375238,14,19,1,0
CQ24-2733B,Eliot Avenue & 74 Street,Signal Study,Leading Pedestrian Interval,denied,2024.0,data_cb5_signal_studies.csv,40.72202,-73.88565,14,17,3,0
CQ21-2749,78 Avenue & 65 Street,Signal Study,All-Way Stop,denied,2021.0,data_cb5_signal_studies.csv,40.697551,-73.889899,13,15,2,0
SR-20221006-28863,Cypress Hills Street,SRTS,Speed Bump,approved,2022.0,srts_citywide.csv,40.698015,-73.887882,13,18,1,0
CQ22-3370B,78 Avenue & 80 Street,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.705376,-73.86861,13,16,3,0
SR-20230807-30313,Menahan Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.710851,-73.901268,13,16,5,0
SR-20231024-30865,Dry Harbor Road,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.72048,-73.873587,13,22,2,0
SR-20211029-26679,73 Street,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.705432,-73.877688,13,13,6,0
SR-20251020-39648,Eliot Avenue,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.727912,-73.873241,13,15,7,0
SR-20220621-27347,Central Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.705432,-73.877688,13,13,6,0
CQ25-0457B,Eliot Avenue & Lutheran Avenue,Signal Study,Left Turn Arrow/Signal,denied,2025.0,data_cb5_signal_studies.csv,40.722525000000005,-73.884555,13,16,3,0
CQ20-1796B,Central Avenue & 69 Place,Signal Study,Leading Pedestrian Interval,denied,2020.0,data_cb5_signal_studies.csv,40.7042,-73.88288,13,13,3,1
SR-20250115-35688,73 Street,SRTS,Speed Bump,denied,2025.0,srts_citywide.csv,40.705432,-73.877688,13,13,6,0
SR-20220607-27303,Lutheran Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.722062,-73.884588,13,16,3,0
SR-20220607-27303,Lutheran Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.722525,-73.884551,13,16,3,0
SR-20220816-27617,69 Place,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.704202,-73.882873,13,13,3,1
CQ21-2187B,Lutheran Avenue & Eliot Avenue,Signal Study,Leading Pedestrian Interval,denied,2021.0,data_cb5_signal_studies.csv,40.722525000000005,-73.884555,13,16,3,0
CQ21-0748B,Fresh Pond Road & Menahan Street,Signal Study,Traffic Signal,denied,2021.0,data_cb5_signal_studies.csv,40.710851,-73.901268,13,16,5,0
SR-20231116-31005,Summerfield Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.694694,-73.902511,13,14,7,0
CQ22-3568,75 Place & Juniper Boulevard North,Signal Study,Traffic Signal,denied,2022.0,data_cb5_signal_studies.csv,40.72167925541021,-73.88396912157482,13,16,3,0
SR-20220707-27469,70 Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.713293,-73.88514,12,19,1,0
SR-20240621-31877,60 Drive,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.728435,-73.873908,12,14,6,0
CQ20-2509B,Grand Avenue & 74 Street,Signal Study,Traffic Signal,denied,2020.0,data_cb5_signal_studies.csv,40.7301969282631,-73.8875611761351,12,12,9,0
CQ25-2632,78 Avenue & 64 Place,Signal Study,All-Way Stop,denied,2025.0,data_cb5_signal_studies.csv,40.697346,-73.89081,12,18,1,0
SR-20210408-25623,Juniper Boulevard North,SRTS,Speed Bump,denied,2020.0,srts_citywide.csv,40.72175,-73.87545,12,16,3,1
SR-20230602-29828,59 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.719408,-73.902496,12,13,0,0
SR-20240318-31430,58 Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.721636,-73.911988,12,14,1,0
SR-20231120-31033,64 Place,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.697348,-73.890797,12,18,1,0
SR-20220128-26815,Cooper Avenue,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.700476,-73.883431,12,14,3,0
SR-20220330-27015,Linden Street,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.707991,-73.904778,12,13,4,0
SR-20220323-26927,Seneca Avenue,SRTS,Speed Bump,denied,2022.0,srts_citywide.csv,40.707632,-73.915841,12,16,4,0
CQ22-0479B,Cooper Avenue & 83 Street,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.7104,-73.866625,12,16,3,1
SR-20210726-26106,Fresh Pond Road,SRTS,Speed Bump,denied,2021.0,srts_citywide.csv,40.719408,-73.902496,12,13,0,0
SR-20240419-31592,Metropolitan Avenue,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.712455,-73.882054,12,16,3,0
SR-20230421-29422,68 Street,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.722824,-73.894973,12,16,2,0
SR-20230718-30204,78 Avenue,SRTS,Speed Bump,denied,2023.0,srts_citywide.csv,40.695157,-73.898616,12,16,4,0
CQ24-2064,Fresh Pond Road & 59 Avenue,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.719406,-73.902504,12,13,0,0
CQ22-0475B,73 Place & Cooper Avenue,Signal Study,Leading Pedestrian Interval,denied,2022.0,data_cb5_signal_studies.csv,40.70547251451677,-73.87649615255108,12,16,4,0
CQ24-0933,58 Street & 57 Drive,Signal Study,All-Way Stop,denied,2024.0,data_cb5_signal_studies.csv,40.721636,-73.91198799999998,12,14,1,0
CQ25-2240,Dekalb Avenue & Onderdonk Avenue,Signal Study,Traffic Signal,denied,2025.0,data_cb5_signal_studies.csv,40.707632,-73.915841,12,16,4,0
CQ22-2741,60 Street & 60 Avenue,Signal Study,All-Way Stop,approved,2022.0,data_cb5_signal_studies.csv,40.71642,-73.90618,12,13,5,0
CQ23-1958B,Grand Avenue & 74 Street,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.7301969282631,-73.8875611761351,12,12,9,0
CQ23-0416,Cooper Avenue & 68 Street,Signal Study,All-Way Stop,denied,2023.0,data_cb5_signal_studies.csv,40.700474,-73.88344,12,14,3,0
CQ23-0611,Myrtle Avenue & 72 Place,Signal Study,Traffic Signal,denied,2023.0,data_cb5_signal_studies.csv,40.70222,-73.87734,12,16,2,0
CQ20-0360B,Grand Avenue & 74 Street,Signal Study,Left Turn Arrow/Signal,denied,2020.0,data_cb5_signal_studies.csv,40.7301969282631,-73.8875611761351,12,12,9,0
CQ20-0088,60 Street & 59 Road,Signal Study,All-Way Stop,denied,2020.0,data_cb5_signal_studies.csv,40.718044,-73.90655,12,16,2,0
SR-20240126-31277,Linden Street,SRTS,Speed Bump,denied,2024.0,srts_citywide.csv,40.708463,-73.904009,12,13,4,0
