projectcode,onstreet,fromstreet,tostreet,outcome,requestdate,closeddate,projectstatus,denialreason,installationdate,trafficdirectiondesc,crashes_150m,injuries_150m,ped_injuries_150m,fatalities_150m,latitude,longitude,Source File
SR-20240705-31973,64 STREET,58 ROAD,59 AVENUE,denied,2024-07-02,2024-07-17T13:36:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,2,2,0,0,40.720743,-73.900914,srts_citywide.csv
SR-20240702-31952,GEORGE STREET,SENECA AVENUE,FOREST AVENUE,denied,2024-06-28,2024-07-17T13:31:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,18,29,4,0,40.699161,-73.901523,srts_citywide.csv
SR-20240625-31912,69 PLACE,ELIOT AVENUE,61 ROAD,denied,2024-06-18,2024-07-26T11:28:00.000,"Accept planning proposal of Not Feasible, Closed",Speed Reducer (Hump or Cushion) denied for not being 1000' clear of speed camera,,Two-way,37,49,10,0,40.720156,-73.889663,srts_citywide.csv
SR-20230421-29422,68 STREET,CALDWELL AVENUE,59 ROAD,denied,2023-04-19,2025-01-22T15:38:00.000,"Accept planning proposal of Not Feasible, Closed",other,,One-way,12,16,2,0,40.722824,-73.894973,srts_citywide.csv
SR-20240709-31993,70 AVENUE,60 STREET,60 LANE,denied,2024-07-09,2024-07-26T11:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,20,26,9,0,40.701539,-73.898855,srts_citywide.csv
SR-20240625-31912,69 PLACE,61 ROAD,61 DRIVE,denied,2024-06-18,2024-07-26T11:28:00.000,"Accept planning proposal of Not Feasible, Closed",Speed Reducer (Hump or Cushion) denied for not being 1000' clear of speed camera,,Two-way,18,26,3,0,40.719502,-73.889156,srts_citywide.csv
SR-20240625-31912,69 PLACE,61 DRIVE,62 AVENUE,denied,2024-06-18,2024-07-26T11:28:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,3,3,2,0,40.718871,-73.888637,srts_citywide.csv
SR-20231002-30678,78 AVENUE,60 STREET,60 LANE,denied,2023-10-01,2025-01-07T10:21:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,5,5,1,0,40.696094,-73.89631,srts_citywide.csv
SR-20240715-32025,64 STREET,56 ROAD,56 DRIVE,denied,2024-07-12,2024-07-29T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",street too short,,One-way,0,0,0,0,40.724216,-73.901815,srts_citywide.csv
SR-20240715-32025,64 STREET,56 DRIVE,PERRY AVENUE,denied,2024-07-12,2024-07-29T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",street too short,,One-way,32,34,5,0,40.723535,-73.901827,srts_citywide.csv
SR-20240715-32025,64 STREET,56 ROAD,56 DRIVE,denied,2024-07-12,2024-07-29T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,0,0,0,0,40.724216,-73.901815,srts_citywide.csv
SR-20240715-32025,64 STREET,PERRY AVENUE,GRAND AVENUE,denied,2024-07-12,2024-07-29T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,41,44,5,0,40.723431,-73.901823,srts_citywide.csv
SR-20230421-29422,68 STREET,60 ROAD,60 DRIVE,denied,2023-04-19,2025-01-22T15:38:00.000,"Accept planning proposal of Not Feasible, Closed",multiple impeding driveways / curb cuts,,One-way,25,32,2,0,40.720382,-73.893216,srts_citywide.csv
SR-20240715-32025,64 STREET,HULL AVENUE,56 AVENUE,denied,2024-07-12,2024-07-29T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",street too short,,One-way,6,8,0,0,40.725105,-73.901795,srts_citywide.csv
SR-20240715-32025,64 STREET,56 AVENUE,CLINTON AVENUE,denied,2024-07-12,2024-07-29T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,3,4,0,0,40.724902,-73.901803,srts_citywide.csv
SR-20240711-32011,71 PLACE,CENTRAL AVENUE,COOPER AVENUE,denied,2024-07-10,2024-07-29T13:04:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,5,5,0,0,40.704815,-73.880286,srts_citywide.csv
SR-20240715-32025,64 STREET,55 DRIVE,HULL AVENUE,denied,2024-07-12,2024-07-29T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,7,9,0,0,40.725596,-73.90178,srts_citywide.csv
SR-20241223-35660,JEFFERSON AVENUE,WYCKOFF AVENUE,CYPRESS AVENUE,denied,2024-12-20,2025-01-07T10:43:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,4,5,1,0,40.697572,-73.90757,srts_citywide.csv
SR-20241224-35663,GROVE STREET,FOREST AVENUE,60 PLACE,denied,2024-12-24,2025-01-07T10:43:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,20,29,5,0,40.70913,-73.904351,srts_citywide.csv
SR-20231002-30678,78 AVENUE,CYPRESS AVENUE,60 STREET,denied,2023-10-01,2025-01-07T10:21:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,12,16,4,0,40.695157,-73.898616,srts_citywide.csv
SR-20240812-32153,GATES AVENUE,WOODWARD AVENUE,FAIRVIEW AVENUE,denied,2024-08-11,2024-08-22T12:55:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,21,23,8,0,40.705286,-73.906351,srts_citywide.csv
SR-20240717-32039,56 ROAD,61 STREET,64 STREET,denied,2024-01-24,2024-08-01T15:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,9,3,0,40.724391,-73.904369,srts_citywide.csv
SR-20240719-32046,PENELOPE AVENUE,78 STREET,79 STREET,denied,2024-07-18,2024-08-05T12:54:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,3,4,0,0,40.718641,-73.876336,srts_citywide.csv
SR-20240719-32046,PENELOPE AVENUE,77 PLACE,78 STREET,denied,2024-07-18,2024-08-05T12:54:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,2,2,0,0,40.718269,-73.877141,srts_citywide.csv
SR-20240719-32048,PUTNAM AVENUE,STIER PLACE,FRESH POND ROAD,denied,2024-06-24,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,29,38,12,0,40.706245,-73.898,srts_citywide.csv
SR-20240722-32049,PLEASANT VIEW STREET,66 ROAD,66 DRIVE,denied,2024-06-26,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,5,7,1,0,40.714146,-73.882343,srts_citywide.csv
SR-20240722-32049,PLEASANT VIEW STREET,66 DRIVE,METROPOLITAN AVENUE,denied,2024-06-26,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,11,15,3,0,40.71343,-73.882294,srts_citywide.csv
SR-20240722-32053,CYPRESS AVENUE,GATES AVENUE,PALMETTO STREET,denied,2024-07-20,2024-08-05T12:51:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,26,30,5,0,40.702124,-73.909583,srts_citywide.csv
SR-20240722-32049,PLEASANT VIEW STREET,JUNIPER VALLEY ROAD,66 ROAD,denied,2024-06-26,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,11,2,0,40.714838,-73.882389,srts_citywide.csv
SR-20240719-32048,PUTNAM AVENUE,60 PLACE,60 LANE,denied,2024-06-24,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,10,4,0,40.705772,-73.899963,srts_citywide.csv
SR-20240719-32048,PUTNAM AVENUE,60 LANE,STIER PLACE,denied,2024-06-24,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,10,4,0,40.706018,-73.898945,srts_citywide.csv
SR-20240719-32048,PUTNAM AVENUE,60 STREET,60 PLACE,denied,2024-06-24,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,8,2,0,40.705518,-73.900836,srts_citywide.csv
SR-20240719-32048,PUTNAM AVENUE,FOREST AVENUE,60 STREET,denied,2024-06-24,2024-08-05T12:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,18,21,6,0,40.705148,-73.902121,srts_citywide.csv
SR-20240801-32110,HARMAN STREET,FAIRVIEW AVENUE,GRANDVIEW AVENUE,denied,2024-07-31,2024-08-15T12:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,14,17,4,0,40.708992,-73.9097,srts_citywide.csv
SR-20240805-32122,56 DRIVE,59 PLACE,60 STREET,denied,2024-08-02,2024-08-15T12:41:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,14,18,3,0,40.723921,-73.907566,srts_citywide.csv
SR-20240709-31983,MOUNT OLIVET CRESCENT,62 AVENUE,65 PLACE,denied,2024-07-06,2024-08-27T12:26:00.000,"Accept planning proposal of Not Feasible, Closed",other,,Two-way,1,1,0,0,40.714818,-73.896284,srts_citywide.csv
SR-20240709-31983,MOUNT OLIVET CRESCENT,ELIOT AVENUE,62 AVENUE,denied,2024-07-06,2024-08-27T12:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,15,20,2,0,40.716384,-73.897501,srts_citywide.csv
SR-20210902-26379,59 DRIVE,60 PLACE,60 LANE,denied,2021-07-28,2024-08-28T15:16:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,9,1,0,40.717587,-73.904862,srts_citywide.csv
SR-20210902-26379,59 DRIVE,60 STREET,60 PLACE,denied,2021-07-28,2024-08-28T15:16:00.000,"Accept planning proposal of Not Feasible, Closed",other,,One-way,9,9,2,0,40.717363,-73.906392,srts_citywide.csv
SR-20210902-26379,59 DRIVE,60 LANE,61 STREET,denied,2021-07-28,2024-08-28T15:16:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,5,8,0,0,40.717721,-73.903971,srts_citywide.csv
SR-20240502-31623,74 STREET,JUNIPER BOULEVARD SOUTH,PLEASANTVIEW STREET,denied,2024-05-01,,Accept planning proposal of Feasible,Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,3,3,2,0,40.718272,-73.882628,srts_citywide.csv
SR-20230710-30136,59 AVENUE,64 STREET,66 STREET,denied,2023-07-08,2024-09-04T11:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,1,1,0,0,40.719765,-73.900627,srts_citywide.csv
SR-20240815-32170,73 PLACE,78 AVENUE,MYRTLE AVENUE,denied,2024-08-14,2024-09-04T11:37:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,1,1,1,0,40.704215,-73.876161,srts_citywide.csv
SR-20240815-32169,86 STREET,78 AVENUE,UNION TURNPIKE,denied,2024-08-14,2024-09-04T11:37:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,2,2,0,0,40.705775,-73.863199,srts_citywide.csv
SR-20240827-32230,WOODBINE STREET,64 STREET,TRAFFIC AVENUE,denied,2024-08-26,2024-09-16T13:36:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,7,3,0,40.708266,-73.895577,srts_citywide.csv
SR-20240827-32230,WOODBINE STREET,FRESH POND ROAD,64 STREET,denied,2024-08-26,2024-09-16T13:36:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,29,42,7,0,40.70776,-73.897565,srts_citywide.csv
SR-20240904-32269,61 ROAD,85 STREET,ALDERTON STREET,denied,2024-09-03,2024-09-16T13:44:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,22,24,10,1,40.727379,-73.872564,srts_citywide.csv
SR-20230421-29422,68 STREET,59 DRIVE,60 AVENUE,denied,2023-04-19,2025-01-22T15:38:00.000,"Accept planning proposal of Not Feasible, Closed",other,,One-way,28,33,0,0,40.721604,-73.89416,srts_citywide.csv
SR-20240621-31877,60 DRIVE,85 STREET,86 STREET,denied,2024-06-14,2025-01-22T15:42:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,12,14,6,0,40.728435,-73.873908,srts_citywide.csv
SR-20230421-29422,68 STREET,59 ROAD,59 DRIVE,denied,2023-04-19,2025-01-22T15:38:00.000,"Accept planning proposal of Not Feasible, Closed",other,,One-way,19,24,2,0,40.722208,-73.894584,srts_citywide.csv
SR-20240604-31777,52 COURT,73 STREET,74 STREET,denied,2024-05-28,2025-01-22T15:41:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,1,1,0,0,40.731959,-73.890477,srts_citywide.csv
SR-20230421-29422,68 STREET,60 AVENUE,60 ROAD,denied,2023-04-19,2025-01-22T15:38:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,30,36,0,0,40.721,-73.893688,srts_citywide.csv
SR-20250130-35729,ELIOT AVENUE,82 STREET,83 STREET,denied,2025-01-28,2025-02-20T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,15,18,7,0,40.725752,-73.877557,srts_citywide.csv
SR-20250130-35729,ELIOT AVENUE,83 PLACE,84 STREET,denied,2025-01-28,2025-02-20T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,9,14,2,0,40.726726,-73.875499,srts_citywide.csv
SR-20250131-35738,70 STREET,52 DRIVE,53 AVENUE,denied,2025-01-31,2025-02-20T13:29:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,5,6,1,0,40.732248,-73.893955,srts_citywide.csv
SR-20250130-35729,ELIOT AVENUE,83 STREET,83 PLACE,denied,2025-01-28,2025-02-20T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,10,12,4,0,40.726354,-73.876297,srts_citywide.csv
SR-20250131-35738,70 STREET,52 AVENUE,52 DRIVE,denied,2025-01-31,2025-02-20T13:29:00.000,"Accept planning proposal of Not Feasible, Closed",other,,One-way,3,5,2,0,40.733596,-73.894065,srts_citywide.csv
SR-20250130-35729,ELIOT AVENUE,84 STREET,85 STREET,denied,2025-01-28,2025-02-20T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,6,9,1,0,40.727091,-73.874708,srts_citywide.csv
SR-20250312-35837,76 STREET,EDSALL AVENUE,77 AVENUE,denied,2025-03-12,2025-03-25T15:07:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,8,9,1,0,40.706729,-73.874241,srts_citywide.csv
SR-20250407-37912,GROVE STREET,61 STREET,FRESH POND ROAD,denied,2025-04-04,2025-04-22T11:03:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,27,32,3,0,40.710095,-73.900281,srts_citywide.csv
SR-20250407-37912,GROVE STREET,60 PLACE,BUNNECKE COURT,denied,2025-04-04,2025-04-22T11:03:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,10,1,0,40.709636,-73.902222,srts_citywide.csv
SR-20250407-37912,GROVE STREET,BUNNECKE COURT,61 STREET,denied,2025-04-04,2025-04-22T11:03:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,10,1,0,40.70989,-73.901147,srts_citywide.csv
SR-20250515-38055,82 STREET,CALDWELL AVENUE,62 AVENUE,denied,2025-05-13,2025-06-05T13:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,15,18,7,0,40.725752,-73.877557,srts_citywide.csv
SR-20250519-38066,69 LANE,54 AVENUE,GRAND AVENUE,denied,2025-05-15,2025-06-10T13:03:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,10,13,4,0,40.729098,-73.894505,srts_citywide.csv
SR-20250528-38108,65 STREET,CATALPA AVENUE,SHALER AVENUE,denied,2025-05-25,2025-06-11T13:14:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,7,7,3,0,40.704846,-73.89213,srts_citywide.csv
SR-20250604-38129,59 AVENUE,63 STREET,64 STREET,denied,2025-06-03,2025-06-23T13:18:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,6,7,0,0,40.719692,-73.90158,srts_citywide.csv
SR-20250630-38228,WILLOUGHBY AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,denied,2025-06-29,2025-07-10T17:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,8,12,2,0,40.709851,-73.91714,srts_citywide.csv
SR-20241023-34491,81 STREET,QUEENS MIDTOWN EXPRESSWAY,58 AVENUE,denied,2024-10-21,2025-07-14T12:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,2,2,0,0,40.728415,-73.880778,srts_citywide.csv
SR-20241023-34491,81 STREET,58 AVENUE,CALDWELL AVENUE,denied,2024-10-21,2025-07-14T12:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,7,10,0,0,40.727368,-73.879946,srts_citywide.csv
SR-20241023-34491,81 STREET,CALDWELL AVENUE,ELIOT AVENUE,denied,2024-10-21,2025-07-14T12:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,28,38,12,0,40.725728,-73.878636,srts_citywide.csv
SR-20250115-35688,73 STREET,CENTRAL AVENUE,COOPER AVENUE,denied,2025-01-15,2025-07-14T12:41:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,13,13,6,0,40.705432,-73.877688,srts_citywide.csv
SR-20250806-39341,62 AVENUE,FRESH POND ROAD,62 STREET,denied,2025-08-06,2025-08-28T12:46:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,71,86,18,1,40.713843,-73.900939,srts_citywide.csv
SR-20250808-39350,55 STREET,NURGE AVENUE,ARNOLD AVENUE,denied,2025-07-30,2025-09-02T10:39:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,5,13,0,0,40.71519,-73.911052,srts_citywide.csv
SR-20250811-39362,GRANDVIEW AVENUE,GREENE AVENUE,BLEECKER STREET,denied,2025-08-03,2025-09-02T10:42:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,7,3,0,40.709745,-73.907741,srts_citywide.csv
SR-20250828-39407,81 STREET,62 AVENUE,JUNIPER BOULEVARD NORTH,denied,2025-08-19,2025-09-08T13:31:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,11,0,0,40.723486,-73.87684,srts_citywide.csv
SR-20250917-39496,OTTO ROAD,67 STREET,67 PLACE,denied,2025-09-17,,Study created,,,Two-way,4,4,0,0,40.705811,-73.888262,srts_citywide.csv
SR-20250912-39479,WOODWARD AVENUE,PALMETTO STREET,WOODBINE STREET,denied,2025-09-06,2025-09-25T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,21,23,9,0,40.704849,-73.905609,srts_citywide.csv
SR-20250912-39479,WOODWARD AVENUE,MADISON STREET,PUTNAM AVENUE,denied,2025-09-06,2025-09-25T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,21,24,9,0,40.703975,-73.904124,srts_citywide.csv
SR-20250911-39469,WOODWARD AVENUE,HIMROD STREET,HARMAN STREET,denied,2025-09-04,2025-09-25T13:25:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,11,11,2,0,40.708345,-73.911548,srts_citywide.csv
SR-20250912-39479,WOODWARD AVENUE,WOODBINE STREET,MYRTLE AVENUE LINE,denied,2025-09-06,2025-09-25T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,19,22,6,0,40.704409,-73.904866,srts_citywide.csv
SR-20250910-39468,79 PLACE,78 AVENUE,MYRTLE AVENUE,denied,2025-09-04,2025-09-25T13:25:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,3,4,0,0,40.704898,-73.870667,srts_citywide.csv
SR-20250912-39479,WOODWARD AVENUE,MYRTLE AVENUE LINE,MADISON STREET,denied,2025-09-06,2025-09-25T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",See data information above or below.,,One-way,25,28,10,0,40.704112,-73.904358,srts_citywide.csv
SR-20250912-39479,WOODWARD AVENUE,PUTNAM AVENUE,CORNELIA STREET,denied,2025-09-06,2025-09-25T13:27:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,25,28,8,0,40.703538,-73.903382,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,STANHOPE STREET,HIMROD STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,8,2,0,40.709868,-73.911178,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,GREENE AVENUE,BLEECKER STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,16,19,5,0,40.708555,-73.908961,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,MADISON STREET,PUTNAM AVENUE,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,18,20,5,0,40.705047,-73.90303,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,GROVE STREET,LINDEN STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,10,11,3,0,40.707238,-73.906738,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,WOODBINE STREET,MADISON STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,10,12,3,0,40.705484,-73.903772,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,HIMROD STREET,HARMAN STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,14,16,3,0,40.709429,-73.910443,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,HARMAN STREET,GREENE AVENUE,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,14,17,4,0,40.708992,-73.9097,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,MENAHAN STREET,GROVE STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,10,11,3,0,40.707678,-73.907477,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,BLEECKER STREET,MENAHAN STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,11,15,3,0,40.708115,-73.908215,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,GATES AVENUE,PALMETTO STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,11,11,3,0,40.706361,-73.905257,srts_citywide.csv
SR-20250923-39520,FAIRVIEW AVENUE,PALMETTO STREET,WOODBINE STREET,denied,2025-09-16,2025-10-06T14:34:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,9,2,0,40.705924,-73.904514,srts_citywide.csv
