projectcode,onstreet,fromstreet,tostreet,outcome,requestdate,closeddate,projectstatus,denialreason,installationdate,trafficdirectiondesc,crashes_150m,injuries_150m,ped_injuries_150m,fatalities_150m,latitude,longitude,Source File
SR-20241104-35527,QUEENS MIDTOWN EXPRESSWAY SR S,HULL AVENUE,CLINTON AVENUE,denied,2024-11-04,2024-11-21T13:02:00.000,"Accept planning proposal of Not Feasible, Closed",multi-lane roadway,,One-way,20,25,3,0,40.72553,-73.900987,srts_citywide.csv
SR-20240910-32287,78 STREET,69 ROAD,COOPER AVENUE,denied,2024-09-09,2024-09-25T13:48:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,6,2,0,40.708948,-73.874507,srts_citywide.csv
SR-20241104-35527,QUEENS MIDTOWN EXPRESSWAY SR S,CLINTON AVENUE,55 DRIVE,denied,2024-11-04,2024-11-21T13:02:00.000,"Accept planning proposal of Not Feasible, Closed",multi-lane roadway,,One-way,24,29,3,0,40.725424,-73.899508,srts_citywide.csv
SR-20240514-31682,58 AVENUE,BROWN PLACE,69 STREET,denied,2024-05-09,2024-06-25T15:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,10,12,2,0,40.724068,-73.895776,srts_citywide.csv
SR-20241104-35527,QUEENS MIDTOWN EXPRESSWAY SR S,CLINTON AVENUE,CLINTON AVENUE,denied,2024-11-04,2024-11-21T13:02:00.000,"Accept planning proposal of Not Feasible, Closed",multi-lane roadway,,One-way,26,31,3,0,40.725458,-73.899966,srts_citywide.csv
SR-20241101-35515,ANDREWS AVENUE,56 STREET,LIRR MONTAUK LINE,denied,2024-10-31,2024-11-21T12:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,9,10,4,0,40.714455,-73.908275,srts_citywide.csv
SR-20211029-26673,DANA COURT,84 PLACE,WOODHAVEN BOULEVARD,denied,2021-10-08,2023-06-12T12:56:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,8,9,3,0,40.722619,-73.869554,srts_citywide.csv
SR-20241101-35515,ANDREWS AVENUE,LIRR MONTAUK LINE,59 PLACE,denied,2024-10-31,2024-11-21T12:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,6,7,4,0,40.715314,-73.907484,srts_citywide.csv
SR-20241104-35527,QUEENS MIDTOWN EXPRESSWAY SR S,64 STREET,HULL AVENUE,denied,2024-11-04,2024-11-21T13:02:00.000,"Accept planning proposal of Not Feasible, Closed",multi-lane roadway,,One-way,7,9,0,0,40.725596,-73.90178,srts_citywide.csv
SR-20240916-32316,MENAHAN STREET,CYPRESS AVENUE,SENECA AVENUE,denied,2024-09-07,2024-09-30T13:31:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,7,10,1,0,40.703435,-73.911807,srts_citywide.csv
SR-20240610-31807,GRANDVIEW AVENUE,RENE COURT,AMORY COURT,denied,2024-06-09,2024-07-01T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,17,22,2,0,40.712215,-73.91116,srts_citywide.csv
SR-20231120-31033,64 PLACE,78 AVENUE,80 AVENUE,denied,2023-11-17,2024-09-30T13:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,12,18,1,0,40.697348,-73.890797,srts_citywide.csv
SR-20240612-31811,EDSALL AVENUE,75 STREET,76 STREET,denied,2024-06-12,2024-07-01T13:08:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,10,1,0,40.706541,-73.87515,srts_citywide.csv
SR-20240610-31807,GRANDVIEW AVENUE,METROPOLITAN AVENUE,RENE COURT,denied,2024-06-09,2024-07-01T13:07:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,17,20,1,0,40.713334,-73.913038,srts_citywide.csv
SR-20240613-31825,79 STREET,ELIOT AVENUE,62 AVENUE,denied,2024-06-06,2024-07-03T13:09:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,26,36,10,0,40.724626,-73.880027,srts_citywide.csv
SR-20201006-20003,DEKALB AVENUE,SENECA AVENUE,ONDERDONK AVENUE,denied,2020-01-03,2024-10-07T12:13:00.000,"Planning denied Pre-inspection, Closed",,,Two-way,12,16,4,0,40.707632,-73.915841,srts_citywide.csv
SR-20240918-32340,65 PLACE,70 AVENUE,CENTRAL AVENUE,denied,2024-09-16,2024-10-07T12:01:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,8,9,0,0,40.703971,-73.890408,srts_citywide.csv
SR-20230502-29499,LINDEN STREET,ONDERDONK AVENUE,WOODWARD AVENUE,denied,2023-04-26,2023-12-21T16:16:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,26,39,5,0,40.704593,-73.908246,srts_citywide.csv
SR-20240906-32277,65 STREET,ELIOT AVENUE,62 AVENUE,denied,2024-09-05,2024-12-09T18:00:00.000,"Accept planning proposal of Not Feasible, Closed",multiple impeding driveways / curb cuts,,Two-way,17,28,2,0,40.716236,-73.897822,srts_citywide.csv
SR-20241007-33417,OTTO ROAD,66 PLACE,67 STREET,denied,2024-10-04,2024-10-18T14:21:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,2,2,0,0,40.7056,-73.889118,srts_citywide.csv
SR-20241003-33402,COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,denied,2024-10-01,2024-10-18T14:17:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,8,9,1,0,40.693352,-73.900403,srts_citywide.csv
SR-20230622-30018,69 AVENUE,60 LANE,FRESH POND ROAD,denied,2023-06-21,2023-06-30T12:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,4,4,1,0,40.702745,-73.897313,srts_citywide.csv
SR-20251215-39849,ONDERDONK AVENUE,69 AVENUE,70 AVENUE,denied,2025-11-25,2026-01-12T12:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,57,67,15,0,40.701229,-73.902559,srts_citywide.csv
SR-20241003-33400,79 PLACE,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,denied,2024-10-01,2024-10-18T14:16:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,20,25,2,0,40.71774,-73.87321,srts_citywide.csv
SR-20241003-33402,COOPER AVENUE,ST FELIX AVENUE,CYPRESS AVENUE,denied,2024-10-01,2024-10-18T14:17:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,9,10,1,0,40.693437,-73.900032,srts_citywide.csv
SR-20241007-33417,OTTO ROAD,66 STREET,66 PLACE,denied,2024-10-04,2024-10-18T14:21:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,7,8,0,0,40.704972,-73.889843,srts_citywide.csv
SR-20251215-39849,ONDERDONK AVENUE,CATALPA AVENUE,69 AVENUE,denied,2025-11-25,2026-01-12T12:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,41,47,12,0,40.701457,-73.902948,srts_citywide.csv
SR-20230428-29469,LINDEN STREET,ONDERDONK AVENUE,WOODWARD AVENUE,denied,2023-04-26,2023-05-02T15:32:00.000,"Reject planning proposal of Not Feasible - 2nd inspection requested, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,26,39,5,0,40.704593,-73.908246,srts_citywide.csv
SR-20210726-26106,FRESH POND ROAD,61 STREET,59 DRIVE,denied,2021-05-31,2024-04-16T12:28:00.000,"Accept planning proposal of Not Feasible, Closed",Speed Reducer (Hump or Cushion) denied for not being 1000' clear of speed camera,,Two-way,15,20,1,0,40.718276,-73.902184,srts_citywide.csv
SR-20210108-24283,59 PLACE,60 AVENUE,60 ROAD,denied,2020-07-18,2023-03-09T16:44:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,10,4,0,40.716261,-73.907436,srts_citywide.csv
SR-20220114-26801,BROWN PLACE,58 ROAD,CALDWELL AVENUE,denied,2021-11-12,2024-01-11T13:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,11,15,2,0,40.723425,-73.895416,srts_citywide.csv
SR-20221005-28851,59 STREET,COOPER AVENUE,DEAD END,denied,2022-10-01,2022-11-01T10:57:00.000,"Accept planning proposal of Not Feasible, Closed",dead end street,,Two-way,52,66,12,0,40.694477,-73.896464,srts_citywide.csv
SR-20251215-39849,ONDERDONK AVENUE,70 AVENUE,MYRTLE AVENUE,denied,2025-11-25,2026-01-12T12:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,62,82,19,0,40.700718,-73.901694,srts_citywide.csv
SR-20211029-26679,73 STREET,CENTRAL AVENUE,COOPER AVENUE,denied,2021-10-07,2023-05-23T13:52:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,13,13,6,0,40.705432,-73.877688,srts_citywide.csv
SR-20210304-25455,CALDWELL AVENUE,71 STREET,72 STREET,denied,2020-09-23,2023-03-10T10:18:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,6,1,0,40.724946,-73.890175,srts_citywide.csv
SR-20240308-31399,69 ROAD,74 STREET,75 STREET,denied,2024-03-06,2024-04-01T12:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,5,8,2,0,40.708184,-73.877041,srts_citywide.csv
SR-20230807-30313,MENAHAN STREET,60 PLACE,61 STREET,denied,2023-08-06,2024-05-08T12:41:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,7,8,1,0,40.710446,-73.90265,srts_citywide.csv
SR-20240418-31583,80 STREET,COWLES COURT,64 ROAD,denied,2024-04-18,2024-05-02T12:26:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,18,21,3,0,40.71879,-73.874218,srts_citywide.csv
SR-20230515-29673,56 STREET,ANDREWS AVENUE,62 AVENUE,denied,2023-05-12,2023-05-24T15:56:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,10,4,0,40.714455,-73.908275,srts_citywide.csv
SR-20230531-29810,78 STREET,78 AVENUE,MYRTLE AVENUE,denied,2023-05-31,2023-09-25T14:46:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,5,8,1,0,40.704628,-73.872442,srts_citywide.csv
SR-20221031-28969,62 STREET,52 AVENUE,53 AVENUE,denied,2022-10-31,2022-11-01T09:54:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,10,13,0,0,40.733659,-73.900069,srts_citywide.csv
SR-20220114-26801,BROWN PLACE,58 AVENUE,58 AVENUE,denied,2021-11-12,2024-01-11T13:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,11,13,3,0,40.724243,-73.895819,srts_citywide.csv
SR-20220418-27132,PUTNAM AVENUE,PUTNAM AVENUE,MYRTLE AVENUE,denied,2022-04-13,2023-06-23T15:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,4,4,3,0,40.698256,-73.908774,srts_citywide.csv
SR-20230811-30358,MT OLIVER CRESCENT,59 DRIVE,60 AVENUE,denied,2023-08-11,2024-04-17T12:53:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,8,12,1,0,40.71802,-73.900338,srts_citywide.csv
SR-20240308-31399,69 ROAD,75 STREET,76 STREET,denied,2024-03-06,2024-04-01T12:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,4,7,2,0,40.708439,-73.876204,srts_citywide.csv
SR-20240308-31399,69 ROAD,76 STREET,78 STREET,denied,2024-03-06,2024-04-01T12:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,6,6,2,0,40.708693,-73.87537,srts_citywide.csv
SR-20210726-26111,66 PLACE,MYRTLE AVENUE,COOPER AVENUE,denied,2021-06-03,2023-02-15T14:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,8,8,4,0,40.701432,-73.887,srts_citywide.csv
SR-20230908-30548,64 LANE,74 AVENUE,COOPER AVENUE,denied,2023-09-08,2024-05-28T12:17:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,24,29,10,0,40.700417,-73.890497,srts_citywide.csv
SR-20210901-26365,LINDEN STREET,FRESH POND ROAD,64 STREET,denied,2021-07-25,2023-05-18T12:45:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,39,45,5,0,40.709682,-73.898904,srts_citywide.csv
SR-20220128-26815,COOPER AVENUE,69 STREET,69 PLACE,denied,2021-11-12,2023-06-26T09:47:00.000,"Accept planning proposal of Not Feasible, Closed",Speed Cushion denied for not being 1000' clear of a speed camera,,Two-way,24,29,6,0,40.700862,-73.88245,srts_citywide.csv
SR-20211021-26625,70 STREET,CENTRAL AVENUE,MYRTLE AVENUE,denied,2021-09-27,2023-05-30T11:52:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,15,15,3,1,40.704405,-73.882011,srts_citywide.csv
SR-20220816-27617,69 PLACE,CENTRAL AVENUE,MYRTLE AVENUE,denied,2022-08-08,2024-01-03T12:42:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,13,13,3,1,40.704202,-73.882873,srts_citywide.csv
SR-20220330-27015,LINDEN STREET,GRANDVIEW AVENUE,FOREST AVENUE,denied,2022-02-25,2023-07-07T11:53:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,12,13,4,0,40.707991,-73.904778,srts_citywide.csv
SR-20230816-30383,65 PLACE,JAY AVENUE,HAMILTON PLACE,denied,2023-08-16,2023-12-13T15:01:00.000,"Accept planning proposal of Not Feasible, Closed",street too short,,Two-way,20,24,3,0,40.726701,-73.900328,srts_citywide.csv
SR-20230613-29927,GATES AVENUE,FOREST AVENUE,60 PLACE,denied,2023-06-13,2023-06-26T13:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,9,9,5,0,40.707804,-73.903624,srts_citywide.csv
SR-20221118-29046,GRAND AVENUE,56 STREET,57 STREET,denied,2022-11-15,2023-07-20T14:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,11,12,0,0,40.719051,-73.913399,srts_citywide.csv
SR-20230428-29478,MYRTLE AVENUE,66 PLACE,67 STREET,denied,2023-04-28,2023-11-27T12:25:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,8,8,4,0,40.701432,-73.887,srts_citywide.csv
SR-20240419-31593,61 STREET,MYRTLE AVENUE,60 LANE,denied,2024-04-19,2024-05-02T12:30:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,22,25,6,0,40.700826,-73.894236,srts_citywide.csv
SR-20240308-31399,69 ROAD,78 STREET,79 STREET,denied,2024-03-06,2024-04-01T12:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,6,6,2,0,40.708948,-73.874507,srts_citywide.csv
SR-20230601-29824,WOODBINE STREET,ST NICHOLAS AVENUE,CYPRESS AVENUE,denied,2023-06-01,2023-06-15T12:59:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,29,31,7,0,40.700169,-73.909204,srts_citywide.csv
SR-20230816-30383,65 PLACE,55 AVENUE,JAY AVENUE,denied,2023-08-16,2023-12-13T15:01:00.000,"Accept planning proposal of Not Feasible, Closed",street too short,,Two-way,20,24,3,0,40.726913,-73.900321,srts_citywide.csv
SR-20201026-20043,79 PLACE,77 AVENUE,77 AVENUE,denied,2020-01-21,2023-02-15T15:17:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,0,0,0,0,40.706798,-73.871442,srts_citywide.csv
SR-20220901-27698,76 STREET,ELIOT AVENUE,JUNIPER BOULEVARD NORTH,denied,2022-08-28,2024-01-03T12:43:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,3,4,2,0,40.723136,-73.883237,srts_citywide.csv
SR-20230307-29312,63 STREET,59 AVENUE,59 AVENUE,denied,2023-02-20,2023-03-13T10:53:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,6,7,0,0,40.719692,-73.90158,srts_citywide.csv
SR-20221107-28997,77 AVENUE,82 STREET,83 STREET,denied,2022-11-04,2022-11-07T14:08:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,1,1,0,0,40.706642,-73.867038,srts_citywide.csv
SR-20230621-29989,75 AVENUE,FOREST AVENUE,60 PLACE,denied,2023-06-20,2023-11-06T14:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,8,8,0,0,40.698405,-73.896663,srts_citywide.csv
SR-20210408-25623,JUNIPER BOULEVARD NORTH,80 STREET,81 STREET,denied,2020-11-24,2023-06-01T15:12:00.000,"Accept planning proposal of Not Feasible, Closed",Speed Reducer (Hump or Cushion) denied for not being 1000' clear of speed camera,,Two-way,7,7,2,1,40.721595,-73.876464,srts_citywide.csv
SR-20240111-31240,CORNELIA STREET,SENECA AVENUE,ONDERDONK AVENUE,denied,2024-01-10,2024-01-29T13:46:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,44,49,14,0,40.701055,-73.904727,srts_citywide.csv
SR-20210916-26516,76 STREET,58 ROAD,CALDWELL AVENUE,denied,2021-09-07,2023-03-29T11:01:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,1,1,1,0,40.725569,-73.8843,srts_citywide.csv
SR-20221107-28997,77 AVENUE,84 STREET,85 STREET,denied,2022-11-04,2022-11-07T14:08:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,0,0,0,0,40.70667,-73.865206,srts_citywide.csv
SR-20240409-31526,OTTO ROAD,66 PLACE,67 STREET,denied,2024-04-08,2024-04-22T13:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,2,2,0,0,40.7056,-73.889118,srts_citywide.csv
SR-20220916-27748,60 STREET,56 AVENUE,56 ROAD,denied,2022-09-11,2022-10-06T11:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,16,20,3,0,40.725205,-73.906172,srts_citywide.csv
SR-20210408-25623,JUNIPER BOULEVARD NORTH,81 STREET,82 STREET,denied,2020-11-24,2023-06-01T15:12:00.000,"Accept planning proposal of Not Feasible, Closed",Speed Reducer (Hump or Cushion) denied for not being 1000' clear of speed camera,,Two-way,12,16,3,1,40.72175,-73.87545,srts_citywide.csv
SR-20221118-29046,GRAND AVENUE,54 STREET,55 STREET,denied,2022-11-15,2023-07-20T14:15:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,11,15,0,0,40.718556,-73.915167,srts_citywide.csv
SR-20220809-27601,CYPRESS AVENUE,COOPER AVENUE,CABOT ROAD,denied,2022-08-04,2023-11-02T12:38:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,55,70,12,0,40.69411,-73.897362,srts_citywide.csv
SR-20210426-25674,62 ROAD,62 STREET,64 STREET,denied,2020-12-14,2023-11-27T12:36:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,43,49,12,0,40.713366,-73.899421,srts_citywide.csv
SR-20220922-27786,72 STREET,60 AVENUE,ELIOT AVENUE,denied,2022-09-18,2022-10-06T14:58:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,6,7,2,0,40.723624,-73.888016,srts_citywide.csv
SR-20200928-19964,68 AVENUE,FOREST AVENUE,60 STREET,denied,2020-01-09,2023-03-09T13:55:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,28,31,8,0,40.703665,-73.901513,srts_citywide.csv
SR-20210107-24269,80 AVENUE,62 STREET,64 STREET,denied,2020-07-06,2023-06-06T12:34:00.000,"Accept planning proposal of Not Feasible, Closed",,,One-way,0,0,0,0,40.695469,-73.892016,srts_citywide.csv
SR-20230717-30197,76 STREET,77 AVENUE,78 AVENUE,denied,2023-07-17,2023-07-26T14:25:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,3,3,1,0,40.706315,-73.87408,srts_citywide.csv
SR-20240409-31526,OTTO ROAD,68 STREET,68 PLACE,denied,2024-04-08,2024-04-22T13:33:00.000,"Accept planning proposal of Not Feasible, Closed",,,Two-way,2,3,0,0,40.706226,-73.886527,srts_citywide.csv
SR-20230302-29297,73 PLACE,67 ROAD,67 DRIVE,denied,2020-05-27,2023-11-21T11:03:00.000,Denied pre-inspection - Closed,,,Two-way,19,23,13,0,40.712027,-73.879216,srts_citywide.csv
SR-20230807-30313,MENAHAN STREET,61 STREET,FRESH POND ROAD,denied,2023-08-06,2024-05-08T12:41:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,13,16,5,0,40.710851,-73.901268,srts_citywide.csv
SR-20251029-39709,52 ROAD,67 STREET,69 STREET,denied,2025-10-06,2025-12-01T13:12:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,2,2,0,0,40.732924,-73.897919,srts_citywide.csv
SR-20231018-30822,60 PLACE,LINDEN STREET,GATES AVENUE,denied,2022-11-27,2023-11-01T12:32:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,11,11,2,0,40.70898,-73.90183,srts_citywide.csv
SR-20210713-25981,62 STREET,CATALPA AVENUE,CYPRESS HILLS STREET,denied,2021-05-03,2023-04-14T11:50:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,17,18,6,0,40.704181,-73.894808,srts_citywide.csv
SR-20211202-26763,PUTNAM AVENUE,STIER PLACE,FRESH POND ROAD,denied,2021-11-04,2023-10-24T10:54:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,29,38,12,0,40.706245,-73.898,srts_citywide.csv
SR-20230518-29719,58 AVENUE,GRAND AVENUE,61 STREET,denied,2023-05-16,2024-04-25T18:00:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,14,18,3,0,40.721162,-73.906332,srts_citywide.csv
SR-20220330-27020,68 PLACE,70 AVENUE,CENTRAL AVENUE,denied,2022-03-01,2023-06-21T13:17:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,7,9,1,0,40.705207,-73.885176,srts_citywide.csv
SR-20231024-30865,DRY HARBOR ROAD,JUNIPER BOULEVARD SOUTH,PENELOPE AVENUE,denied,2023-05-30,2023-11-13T12:36:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,13,22,2,0,40.72048,-73.873587,srts_citywide.csv
SR-20240409-31526,OTTO ROAD,67 PLACE,68 STREET,denied,2024-04-08,2024-04-22T13:33:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,1,1,0,0,40.706018,-73.887396,srts_citywide.csv
SR-20210625-25909,COOPER AVENUE,69 PLACE,70 STREET,denied,2021-04-21,2023-04-20T12:45:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,30,35,7,0,40.701281,-73.881677,srts_citywide.csv
SR-20230421-29422,68 STREET,60 DRIVE,ELIOT AVENUE,denied,2023-04-19,2025-01-22T15:38:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,One-way,28,35,8,0,40.719764,-73.892734,srts_citywide.csv
SR-20211221-26777,77 AVENUE,83 STREET,84 STREET,denied,2021-12-16,2023-08-01T10:23:00.000,"Accept planning proposal of Not Feasible, Closed",Does not qualify; Radar speeds BELOW criteria of 30.0 mph at 85%,,Two-way,0,0,0,0,40.706657,-73.86613,srts_citywide.csv
